idx,random_idx0,random_idx1,random_idx2,random_idx3,random_idx4,random_idx5,random_idx6,random_idx7,random_idx8,random_idx9
10941,23586,1179,9234,1243,43090,9737,19392,47792,15376,17207
10942,20984,34277,36029,5521,9760,30308,46191,45048,14067,46022
10943,31042,23849,3084,366,42729,16903,8417,35526,19432,4486
10944,6674,12038,14431,16687,1327,252,15289,37424,15273,15955
10945,22874,8579,25960,47669,33276,15255,14007,11165,30039,49794
10946,15522,6008,1340,44168,47550,10648,15044,1622,48060,45038
10947,6376,758,19452,2944,38171,2317,27683,31439,49482,15395
10948,39153,16617,36251,46978,15488,43580,35971,47142,27762,31996
10949,29024,589,37866,38641,12028,18231,40429,43079,17336,313
10950,34533,8729,28700,8363,22298,15387,12049,20025,40722,12951
10951,30513,49485,46766,24485,23720,10019,11863,6268,24977,36741
10952,35950,29751,5983,35777,34764,32157,11581,17950,26883,23787
10953,2412,11173,20630,8000,35981,23611,1467,43861,15782,6694
10954,7435,15476,4824,18182,931,1018,33447,41688,45987,12165
10955,44974,49937,23366,48786,35735,27606,30962,38272,20985,14262
10956,3380,3989,38664,15260,19294,27337,8850,12005,38462,25877
10957,20254,18202,17589,30935,39005,8742,38769,26444,27223,17813
10958,10108,33441,38486,38130,4031,4587,20700,10956,14124,40795
10959,28741,10223,7834,49953,47145,15715,43004,13732,42217,44292
10960,30091,13575,12481,45988,31062,13133,26574,1923,16235,18271
10961,18166,4291,42991,6205,41995,8861,40242,12157,24776,11224
10962,15285,11974,34531,44894,6846,32188,40369,46441,4703,13574
10963,20693,22927,26473,14476,11803,39943,22118,45021,35160,3407
10964,4103,40942,22113,12745,26217,2105,40054,47873,45096,35546
10965,35320,1532,41416,39088,8853,43325,45397,8336,2694,48563
10966,2790,30232,49258,32992,22917,10873,10925,11871,8325,36947
10967,20465,46119,38728,8878,32559,6783,29331,2616,18044,23796
10968,19398,43320,35628,30524,31073,13757,47111,31907,47397,10868
10969,2752,31257,20508,19293,49746,49060,33759,29709,21159,15631
10970,41486,34690,17591,13707,21060,33203,6622,46604,2387,31060
10971,14578,25195,21210,28801,34990,30234,4439,49862,47498,6950
10972,28531,42084,38933,45555,6020,24118,19902,40119,41083,15135
10973,6800,12557,34521,10047,34354,40605,21827,18849,2405,10665
10974,35485,43151,9310,31828,44234,42753,48649,18520,42791,48530
10975,28784,13659,29397,46626,48088,20645,18787,34887,22404,40999
10976,3806,31148,45242,39403,27914,15132,29357,17471,22101,12547
10977,32880,49233,4460,29866,25502,41344,29333,17957,30315,47586
10978,38027,12960,2656,27110,10152,14938,43488,13401,30748,17913
10979,39194,18306,35763,12577,11982,30832,38204,18598,40351,15293
10980,17844,3611,37419,39200,6660,13330,26379,31999,48011,6944
10981,15773,40546,11625,37257,42287,20629,22670,11290,4266,25430
10982,25166,24636,35527,48680,13465,24346,44110,17779,1604,42127
10983,14729,27167,19185,44700,1773,28163,35942,22834,17922,47224
10984,48585,14072,47286,22233,46158,28947,38054,4047,26489,1631
10985,41767,13536,21775,28846,3338,8298,747,49840,33613,22688
10986,32815,5001,5159,48200,28932,33642,24844,46018,21114,17259
10987,3523,15080,34797,13873,33006,20669,13510,11362,20825,13572
10988,41678,17944,25577,36583,12451,25931,18575,41507,16450,19908
10989,38528,37941,15446,18625,1771,14927,45280,45940,15130,42156
10990,7754,15125,5706,11641,3856,22976,43192,49049,45618,14174
10991,41580,49966,39044,38892,22968,16329,16248,48866,24853,33414
10992,10985,22559,7438,2194,2000,39384,29740,10128,18496,47394
10993,15039,21692,42578,44679,16744,29548,44970,48567,9684,12372
10994,49291,46622,7970,49436,7865,6654,47909,11070,3811,8898
10995,36715,25311,5689,31471,40957,14332,42003,25976,17519,16491
10996,19533,39754,38378,12401,47837,22068,31226,16283,20437,14493
10997,15793,19359,3041,24893,22470,28849,43589,39969,45674,16713
10998,30136,35569,29342,38567,12092,40398,43393,35682,31004,29954
10999,18601,4583,7592,27071,215,16182,41795,40105,48506,43040
11000,6199,47896,18218,24672,33949,12808,21202,3750,37576,16075
11001,28316,14139,48732,16661,18278,32245,34158,30227,48674,2449
11002,2496,3655,44055,13758,37838,9910,42662,18508,4062,18322
11003,36004,3257,37776,36837,20581,24990,44978,44786,43072,34861
11004,37778,36552,12865,189,24435,28276,12240,34724,17136,41181
11005,4117,16615,31487,7196,43733,8857,43612,9483,19547,8903
11006,13863,22269,43272,27862,26641,1510,12702,14514,38088,45417
11007,3541,7621,3672,31076,15913,10958,746,3420,10355,34889
11008,42054,24889,242,41171,19560,23948,33127,26139,5964,35998
11009,23615,48785,7193,10290,29750,9734,40169,10608,14956,48026
11010,25620,23064,2365,37663,1153,181,7038,25392,14580,29669
11011,6028,11342,786,32147,20171,42609,2611,25939,24850,10627
11012,30686,21035,23068,24505,23100,4358,39924,2473,37112,45524
11013,10611,10071,10794,42209,22429,2225,19507,48664,42341,36074
11014,45781,32374,179,1322,33618,4626,27671,5235,41774,29041
11015,35076,14451,42955,660,4743,23722,43802,44257,3680,15774
11016,30009,38613,4957,25452,46561,40445,44018,906,45581,25041
11017,23206,35080,36342,39691,35715,45645,33411,40911,7656,37920
11018,20667,19631,22493,25402,39206,18940,9663,44674,12211,46005
11019,36503,45801,18737,8216,10962,22204,6529,1872,14266,11731
11020,26011,31773,4635,10128,46069,44668,5627,36889,10695,42923
11021,44645,33359,35994,47503,12012,26889,36233,47343,8200,42928
11022,35261,24079,34977,8691,3313,2942,15387,10316,44871,44
11023,4205,22683,34550,42278,48067,25436,1415,20819,14577,1048
11024,21187,47474,11898,2407,37458,25632,11302,39943,29792,44753
11025,4940,49890,38724,3677,44495,26818,47721,49352,46663,35835
11026,30291,48967,29781,13082,30355,40030,25837,25141,8459,33215
11027,13510,39502,35957,4117,13737,36180,29858,47821,33563,34847
11028,49078,9954,42905,6367,35247,28640,18733,36241,37714,33105
11029,13867,8975,13894,47120,48202,37764,3980,37615,25763,11034
11030,38310,27671,47994,46656,45037,25413,47450,49782,26203,46441
11031,43539,45242,40754,15823,16049,468,44446,23187,44821,3357
11032,42554,11400,39614,28830,42545,25428,19643,7416,48152,7985
11033,43873,38414,29090,5384,32266,4772,14456,48819,7212,35883
11034,28706,39236,47259,48996,22322,37726,22614,36314,17376,9768
11035,39456,9973,20739,30087,1527,17903,42930,141,32830,11349
11036,25814,2076,7025,31926,2806,18214,6729,36390,30546,35703
11037,18059,48824,42067,41078,22129,42126,9479,4500,43235,16734
11038,49944,32933,42838,32579,36879,10182,30177,42972,43424,42180
11039,7580,39293,5338,23259,17541,28191,47125,36992,30327,1679
11040,38669,30663,3387,6941,9731,25592,3263,17931,10066,16850
11041,3954,32589,36864,12787,294,750,27029,14853,17448,4160
11042,13872,33124,35095,7322,47044,14437,21501,11854,22730,43701
11043,4463,43385,77,19654,42240,47473,21011,22053,37109,33784
11044,5122,32016,2370,12479,2140,48375,11652,33283,30182,41206
11045,38892,6535,42126,28655,37727,17049,4252,46410,43632,30409
11046,4250,4643,28333,48302,5179,4675,48912,15362,36982,965
11047,9902,26871,3087,5719,2765,20980,25953,17641,15813,37094
11048,21832,16311,28487,31882,27727,18766,43983,484,26667,15614
11049,33218,10284,46799,24247,11958,6916,24937,9249,20932,957
11050,38346,7758,31207,571,39392,22978,10892,44673,40290,508
11051,20623,43689,26807,16879,42333,24856,44064,6339,8089,8961
11052,46202,31107,43530,1330,42513,36734,11129,5454,4657,30796
11053,8970,49905,14998,31392,27455,42366,31625,3895,15412,44286
11054,16665,1034,34935,2762,31428,27203,42194,9923,2266,21113
11055,43228,28954,48295,46469,15627,29906,36858,15082,46726,31317
11056,43723,11150,10128,45966,42462,26069,12393,23055,42193,42500
11057,24005,9315,8185,48874,45766,2410,2310,32235,8535,23930
11058,8629,13498,32093,17503,34430,40098,10695,34256,13490,10477
11059,48372,8714,26644,34752,33013,14623,1081,17811,37486,24468
11060,40067,6284,27390,5582,10877,11709,23506,38716,16857,24514
11061,26342,27424,39157,46050,35862,45809,46338,34992,44975,31233
11062,5499,19564,13243,45723,29102,27514,17075,43071,31388,27637
11063,23679,48623,39486,1644,44620,5934,4947,41991,34384,44933
11064,13843,2207,26525,39208,24224,49097,14993,16268,23723,34033
11065,46388,24013,14045,8376,23167,32124,5487,48401,39804,31820
11066,15952,16833,35373,29599,41866,22900,10437,11826,16666,6425
11067,36576,1142,36530,14393,12356,25534,12522,32328,19075,42641
11068,12059,23075,570,49973,19804,41496,13400,24331,37726,32673
11069,45488,21106,28296,37313,19108,4989,17328,43951,8956,15104
11070,30212,4224,22367,3892,24087,33443,29566,49532,24682,47098
11071,48192,31138,41837,5484,36028,42657,16010,19867,30969,23921
11072,7833,29878,47667,18199,33602,12337,6366,3954,18375,47714
11073,14706,211,5962,39286,28885,30814,36508,6927,34873,12238
11074,46236,43217,29617,14440,4147,46172,23782,15714,16526,48509
11075,45684,4802,11455,7733,31629,33092,37030,18634,3658,17148
11076,4882,19248,16719,54,11051,22895,17709,19809,23862,17584
11077,9455,40327,1195,45243,48774,42098,37438,13855,21890,28618
11078,27792,45643,2189,31211,29963,14955,42614,41917,39148,10525
11079,23259,24648,22736,21732,5710,22950,34763,6805,31029,41177
11080,34012,1517,48490,14335,3546,40801,25385,35627,49094,25923
11081,37943,37454,18946,24056,23527,29903,39059,23784,36339,36674
11082,24111,23042,8154,4257,40894,24837,10756,12979,27399,36496
11083,49104,13242,17787,6475,31836,30413,19390,14663,16122,35315
11084,17914,30279,23337,37429,10608,37466,18564,36014,21852,544
11085,13420,19009,29888,830,46543,25068,46351,4176,38479,33877
11086,8671,11771,6625,47111,21881,18051,30686,37063,27010,28504
11087,44509,6613,17818,46975,38335,27822,27861,23492,15489,11916
11088,8158,11735,15030,30861,43718,48573,33891,38394,8043,32219
11089,28252,43502,15667,31777,31165,19009,4790,27112,20593,35865
11090,40573,18065,6444,47327,38271,34591,48107,46759,47484,49081
11091,14388,1269,28384,23512,47347,37344,5837,49139,16193,23645
11092,245,27979,20818,2216,36277,22470,33535,43048,35693,28516
11093,21446,4391,9975,46314,12444,43475,604,44264,28360,7380
11094,8606,12066,43316,23241,31400,959,47827,35384,18618,131
11095,1598,37420,32068,21419,22612,41509,29479,42460,17462,657
11096,48942,18014,14645,48262,48803,46842,46605,11817,36058,22610
11097,33064,41100,5909,35979,46050,19444,31131,23341,24356,48798
11098,29684,2507,45930,13024,27895,25681,18299,31532,26220,34629
11099,38494,23554,11366,48396,20081,16107,30492,14791,45975,37536
11100,25141,43754,28358,36121,18424,26872,15009,6719,41820,24329
11101,19922,629,8478,3777,14653,42757,23136,28290,17149,17655
11102,35858,47470,24999,15220,26817,8563,39086,26649,21998,33516
11103,46263,8064,3269,46882,48313,35086,27151,37269,3796,1779
11104,27459,26220,23254,31794,6832,41971,39701,12243,43923,9112
11105,15785,47479,7523,9804,14038,39367,22591,32582,20444,20262
11106,23954,5612,9832,41898,7646,25385,20892,23964,48868,29864
11107,32119,36673,23792,19129,49677,2668,40741,30981,20494,26511
11108,39788,11424,12410,22448,47457,14045,12483,48625,20030,6083
11109,32722,1032,39431,3190,19739,11980,39002,49460,12355,39486
11110,1217,45000,23409,42465,39704,23120,16347,44895,44154,45491
11111,23879,7243,18788,29,32034,17212,46687,36331,5201,11368
11112,29429,36369,30286,4316,28658,25419,18393,29703,36789,3908
11113,39692,12079,29031,19111,48642,29036,5128,22389,40340,10192
11114,25095,46483,18877,35292,298,39015,46602,11312,29838,36092
11115,34277,44499,32402,22401,2836,1940,49387,28350,36179,8696
11116,31681,41778,15973,41123,28783,13716,36417,26201,13980,15027
11117,49661,10793,43365,20744,1912,40979,341,33025,41632,17480
11118,49211,1145,36019,12374,41155,49590,34993,9920,17903,49166
11119,28229,4108,32232,15080,43,10174,30814,46549,9378,32994
11120,16681,35100,38842,17038,15923,18345,2565,17021,22203,37007
11121,21227,33002,27752,22737,11455,29724,27008,9356,7863,46451
11122,6443,41373,3318,11005,2707,35857,16719,46001,42293,10572
11123,48480,45612,12263,7176,40362,23232,39374,3471,11415,48043
11124,10074,42905,1697,39226,42782,36605,45526,17843,29634,7801
11125,47426,3373,4622,16053,16700,7703,22488,38917,25141,741
11126,11819,46246,39551,598,13698,41351,42624,47124,30476,15178
11127,41289,27482,49080,43012,39391,37309,5023,34954,30333,12992
11128,22540,24608,43406,33478,5803,16019,17325,23462,46646,14749
11129,35423,3202,43594,12719,27371,41403,48243,25889,17087,35214
11130,12021,44131,16450,38057,38374,9393,13352,28010,19587,29261
11131,17122,44583,14162,7310,44625,24851,49188,22613,8505,16401
11132,7760,16305,43425,106,8769,9678,22304,11033,27809,34093
11133,32203,30721,11917,29647,13028,40594,31042,22403,1933,47527
11134,6062,9570,16306,13489,30619,36062,3602,41240,45234,29845
11135,39952,12935,20504,15618,24493,49631,44838,43108,25109,49084
11136,33818,3145,19904,35594,2092,18168,35604,45527,29560,45094
11137,38471,46997,44660,40532,25801,40854,31005,44677,14673,31429
11138,21246,42126,25003,28226,12975,26956,21164,36519,14597,23351
11139,20467,43573,43159,18843,8034,42104,13627,21291,43788,34071
11140,38873,13079,12037,22439,12118,30626,37896,9926,49888,12419
11141,29847,7382,40869,28056,15011,15629,14173,27091,36653,48512
11142,14800,36546,4141,13371,28454,19143,7921,13702,28373,49126
11143,2638,2050,10978,29282,2086,30273,21885,17529,47956,5889
11144,9018,38200,45244,26286,6557,42221,47828,29869,22154,2706
11145,1836,8220,8462,25054,11335,25354,45271,43482,32304,18856
11146,6353,155,3442,49744,42053,2252,31311,17307,12928,38666
11147,17038,18679,5818,49302,40190,44972,41950,39595,29721,48487
11148,3866,9939,33121,4763,45868,28171,48873,31311,39581,8873
11149,40293,3851,20354,8946,28529,44147,39572,2382,25121,8964
11150,38729,12369,4984,22074,26811,39859,2756,1746,22845,49558
11151,46617,12872,7859,36609,743,11460,27031,34802,8975,33363
11152,665,6846,4748,5091,39700,37449,42139,40708,11169,19031
11153,21945,49723,28957,45472,47237,19047,44026,36755,23995,13263
11154,47097,10286,45508,16416,36016,27404,997,42018,10277,29782
11155,37682,17974,17934,19101,6247,33529,18933,7510,2461,1845
11156,27163,20880,23597,1157,20148,39274,34606,27620,27348,31824
11157,48534,42564,35490,15199,19620,47318,17753,7809,18162,46991
11158,20082,48087,4542,11478,11752,32073,24857,10518,30831,18222
11159,18409,32066,25183,90,5155,20840,4294,49365,43579,7099
11160,45995,41643,6053,33516,6786,17786,1940,22191,12101,35557
11161,13364,31812,9993,34678,39857,36833,26230,19279,46736,17390
11162,47199,5849,40302,27974,32721,14804,39631,9517,7223,44614
11163,16801,13731,10077,4091,2409,26793,19268,22013,32705,41791
11164,44619,18926,34269,6642,28271,26274,20131,48975,4435,38402
11165,41679,6450,23293,23456,26788,14626,4284,49372,37178,34684
11166,41323,4517,13411,34295,23258,4961,28722,23644,18109,6505
11167,22208,5389,28355,45444,15460,17702,36134,12004,38649,30410
11168,21428,8059,17278,16089,18206,49388,29746,20319,15221,4567
11169,8099,44886,15423,2913,5818,12902,32818,42351,14196,5548
11170,13033,47480,7961,30361,20936,39157,32667,11318,32188,27771
11171,1324,43735,49959,8437,34983,16027,17804,12031,19972,18650
11172,15548,31593,20161,15712,43433,23313,2319,36581,11600,30874
11173,32027,22061,4048,3314,13790,41349,45940,33167,28484,21029
11174,38185,21873,13809,42308,42627,4550,25418,17869,34117,14535
11175,49130,21324,32131,44889,28634,23235,27365,14234,32765,47404
11176,28192,14088,38663,49025,43351,8516,330,12331,29176,14452
11177,22825,32043,13346,30576,5974,4371,38794,30772,49629,40400
11178,34971,47400,37412,24797,18726,26059,12066,6325,5326,46961
11179,30675,27786,19642,9581,32079,16818,5328,49093,17072,9179
11180,44775,44467,29828,20281,6805,3412,42209,11215,29410,47781
11181,42751,36966,10927,47079,39978,35304,4871,15746,1892,19826
11182,1402,35489,31583,46556,48998,47451,16738,40303,13656,36774
11183,26573,24044,16254,37658,627,9294,34185,5073,21321,11908
11184,44623,40652,44708,34384,37969,28162,760,5003,34041,37253
11185,10557,18631,23091,24999,39584,18983,19512,285,32766,13897
11186,3179,30645,12005,43842,15483,21159,18839,1059,47464,8867
11187,1295,49518,11362,1134,5965,11161,3141,37903,26988,45656
11188,16141,43995,16779,28990,5502,22680,20795,3883,3427,16809
11189,38843,23315,44802,33962,24503,16651,35476,31600,19528,2431
11190,23538,10906,8240,24918,25250,26549,42429,3476,47407,8271
11191,2805,45459,32126,17115,25389,8708,42663,8405,40911,18087
11192,27595,506,44158,49735,25134,30793,38833,49489,13804,38285
11193,21714,5381,16785,42815,27407,25489,24990,15180,18403,23984
11194,48424,8817,20308,20814,49462,4356,18229,34219,45584,9328
11195,43426,46102,9422,26254,6942,16310,19857,37436,28126,38807
11196,17554,12770,44012,10997,15521,21294,740,12690,21883,26382
11197,7207,9755,23286,9725,48519,30470,33622,37475,29206,26695
11198,14670,1035,28622,21024,3141,1634,12782,17345,24692,12882
11199,47741,2873,25660,16670,13179,41318,37075,29320,44971,25937
11200,3658,11865,4737,29541,34421,13555,3575,39802,8321,9875
11201,20890,27112,24399,2859,12049,35716,42854,13418,19860,35272
11202,7341,15938,2216,18954,12074,32568,5661,43995,10610,5799
11203,24459,18675,12394,44414,14763,27087,34117,17177,15354,8781
11204,35576,34812,3523,33520,44340,25373,2951,16705,35496,9502
11205,10723,24213,12311,22903,17622,33686,40074,47937,41821,3661
11206,36920,18385,25287,24662,34518,24018,44603,7565,26472,8443
11207,7197,31481,48963,30447,26040,46763,24259,44391,2948,2374
11208,10778,37982,20731,1114,42691,47736,11336,333,16826,10063
11209,31661,28938,41514,14838,25957,5559,20191,44453,2911,32053
11210,6453,43148,13366,4325,25405,14747,48445,6935,32221,5744
11211,47667,10403,15997,42392,13532,19053,4333,300,26215,26818
11212,38127,39535,46023,19428,9376,15953,30749,14585,14917,23229
11213,10496,33809,29160,5367,20114,38059,12119,35524,25414,4971
11214,36959,22628,23876,23684,16880,38414,2078,43543,40952,49377
11215,21899,36297,11907,32958,45263,49893,15881,29208,35832,39154
11216,31125,25,277,36996,44847,45665,15285,26847,22147,10313
11217,37540,2802,47408,28544,225,11549,28691,16293,10140,31905
11218,47611,32011,38333,4352,47673,42832,20617,36482,25451,19697
11219,45989,224,34109,41673,10738,25479,39427,21547,20917,5281
11220,25950,26858,983,42344,974,5155,892,29486,25294,25689
11221,17795,47710,42293,34409,9798,38347,35842,47030,47986,47727
11222,37182,33404,18353,20273,34113,6857,45200,2466,19470,45080
11223,44336,40434,34504,28117,46615,48794,30469,44305,9971,8905
11224,8433,18879,40236,16500,1498,20715,3564,7325,1637,28986
11225,30303,18832,26129,42929,3940,48120,46822,39974,4726,20996
11226,7085,9223,11984,20075,29196,20305,33102,33477,43810,32218
11227,14481,5907,1079,24504,11431,33882,17668,43195,46285,42983
11228,19387,41059,3186,31163,37711,44709,7447,9403,34209,35062
11229,23501,5261,4032,41272,169,48048,23710,10417,47010,40322
11230,14975,31317,26630,40,27528,9427,16359,21669,26321,11505
11231,42514,9752,24547,8980,30442,34412,46807,25152,60,33128
11232,27870,37485,6706,29208,29898,14922,34022,22121,24328,42090
11233,40544,7869,43740,23137,25153,1434,44004,32620,46058,23825
11234,23101,5607,38518,18681,40595,28384,38387,23728,49713,14316
11235,43014,16313,40691,23047,16406,30566,30605,42891,8620,40349
11236,36531,36513,3236,7439,41591,38883,13973,14256,2736,22530
11237,24813,11094,43602,10772,310,32424,37823,39971,7354,24941
11238,15784,49792,15472,36500,7014,35064,15243,16514,39304,42942
11239,19176,39010,23781,17096,9177,10027,49029,34096,7887,29270
11240,26238,32605,30966,26370,41285,43774,4469,17798,10327,32073
11241,14931,45982,31785,45841,37199,38802,9691,8934,15590,48256
11242,31982,1314,30395,37848,47953,23485,40320,41476,30719,10544
11243,42424,46253,47341,4097,21531,24803,18680,38962,22336,14904
11244,6827,13858,23456,10371,31662,28969,7633,14497,18628,2890
11245,15597,21903,42378,44071,30261,39193,28519,11311,8550,32125
11246,10954,2503,26210,39415,30472,32897,36373,32547,8605,19849
11247,31755,3954,29903,13674,11974,31139,35598,27641,25441,33193
11248,16422,4429,35893,5596,19093,47830,12846,15709,31081,49590
11249,46012,24422,8197,32078,3420,18619,26876,21025,17649,6805
11250,34999,19024,32424,21412,28945,21649,20785,6915,13398,30509
11251,44806,17271,40007,6191,42225,42562,40635,41356,4611,37753
11252,14124,15316,46670,33923,11753,14117,39815,36653,43403,42525
11253,8219,47257,40572,14489,29693,45593,31703,8461,43354,30503
11254,3570,21121,40878,20939,15151,28351,39390,2893,40426,14165
11255,9153,48776,4342,10849,47689,16056,24479,40955,2207,27635
11256,46443,49165,46645,2847,48512,15908,4015,26874,10341,28031
11257,35346,3931,9360,17028,1551,42742,20983,44104,25928,49659
11258,6474,46762,27483,41847,6784,35648,8339,18550,11352,2968
11259,40958,39742,25774,22503,46738,15402,9807,27471,43598,40887
11260,19289,8795,7180,43827,29321,28508,23930,25654,34507,7833
11261,4006,27848,17116,15241,29215,23321,19889,21468,13897,7539
11262,23541,5827,31908,13013,29288,6376,3417,21372,32267,11734
11263,9482,36164,37091,24655,3764,32678,31592,3186,21835,7687
11264,44927,43468,9316,26050,35396,36068,15214,19773,35331,12785
11265,6165,36972,3915,16208,36264,32437,11236,36303,6820,748
11266,32661,33827,31996,7469,21256,3301,33919,12942,26684,11575
11267,21688,5388,39236,36356,17527,47060,31664,14610,31019,17756
11268,15696,29400,39428,23568,7291,618,41791,21505,15293,37723
11269,21706,33219,30176,25836,2410,24010,29424,41462,36232,1731
11270,24239,9896,21868,18326,15795,40737,29341,7943,41927,42429
11271,33604,37472,53,40943,1197,16611,43757,3048,30628,41237
11272,40402,44022,34552,2240,42081,18257,35889,46083,44488,13840
11273,36231,36489,33221,6378,37785,31590,4598,38391,39377,24595
11274,40274,15248,27745,32789,16809,11339,30941,48372,40664,41147
11275,10151,6899,8446,32490,24819,15326,44701,14877,25443,41458
11276,24152,41553,42117,18151,46716,39016,48721,12519,41143,18296
11277,32042,26939,5715,43686,8333,3948,39816,31898,14496,12021
11278,31534,1633,6313,604,1212,45233,10799,4806,29717,45046
11279,140,30004,32282,3509,23142,30319,41434,8180,31883,47388
11280,48276,6855,8025,43329,27868,43304,44900,3577,18301,40360
11281,6290,12255,25431,29493,45780,6540,40874,20485,49883,28043
11282,17605,20821,25633,43615,25278,46857,8068,13694,16562,11036
11283,1793,19129,28561,16889,35167,5496,45153,10084,46512,2596
11284,7852,44211,17211,14840,27782,24575,41081,31010,39165,13013
11285,9980,31982,36633,8399,8002,26902,21227,19987,33370,46478
11286,49355,23371,4825,5618,7259,24264,36224,20962,22776,40165
11287,33826,35872,16128,33454,46795,19951,16069,41784,4250,34866
11288,43241,38340,24550,32972,23432,21100,46431,25951,28483,23393
11289,27139,11561,38820,19612,24381,37501,24305,16460,48609,347
11290,22900,13802,46649,31295,37955,48891,30444,44511,16399,13520
11291,7758,11050,418,21852,26127,33202,11897,47407,9066,13845
11292,37539,5566,42405,3418,17474,34308,37494,35029,11063,23052
11293,34858,46086,33100,30680,24336,27754,24772,41527,1448,23286
11294,28219,2193,30044,42234,9468,2716,15178,38231,48352,24921
11295,23827,44864,11008,10075,31961,13306,35289,9175,27674,45338
11296,27134,18355,19299,35189,24094,44718,38836,38516,16759,28459
11297,39502,36643,44581,31296,47054,43414,13713,12671,29995,31740
11298,14560,13293,30127,40989,47696,1001,5499,13952,16753,41640
11299,18665,49042,41511,10455,43928,40262,45945,29399,27622,11749
11300,43319,15651,4138,30896,41610,44402,1099,47098,5131,29085
11301,41495,32348,9794,6075,45951,11189,20454,14770,43554,1276
11302,27533,11993,30270,24183,25293,5649,32577,19648,34537,21334
11303,20961,23121,22873,16928,2621,7910,18481,24089,45166,35124
11304,5809,42863,35971,11135,39230,30392,8742,40988,45604,16919
11305,39639,45647,20721,49764,18136,31953,49705,16882,6629,36408
11306,40342,43108,37974,32759,15,8031,34006,4505,10756,37266
11307,27454,23933,37955,9718,45978,10480,1908,26234,827,29665
11308,42731,26589,28664,24624,29829,11651,2731,46097,33180,46356
11309,16877,6905,20408,8144,5785,25153,35306,21753,32069,32191
11310,3091,10308,14399,21548,42192,21224,3504,12323,33105,45033
11311,4120,45514,34505,39615,42806,22339,42162,36353,47953,44193
11312,7391,4304,33177,1126,45635,19102,32974,40674,40730,28287
11313,15034,45874,17680,12884,3254,47642,17271,21048,8640,11355
11314,25917,1464,17729,18216,25024,43576,20658,46987,13620,11902
11315,31815,5190,14794,21465,32216,32516,27108,36609,20924,15498
11316,19872,45698,9879,40871,2923,10119,46557,26839,44020,12110
11317,3713,6379,15268,44082,5190,6702,45492,3715,22982,3551
11318,43883,16884,18633,7107,8372,39392,45222,13190,5501,29968
11319,7737,24470,23674,35351,21106,35251,44841,3458,31542,19133
11320,29257,31655,8298,44228,33724,17414,45529,41590,44704,25445
11321,37733,35764,18799,17678,44281,44465,46957,37108,25990,1451
11322,30493,36658,14961,1873,12238,3719,32391,25091,8968,35981
11323,7024,40232,24914,3839,2050,15310,9933,42283,5114,5272
11324,28361,12515,3118,35388,19284,32923,31028,12715,39400,12997
11325,6849,2162,27067,31395,37905,49256,8380,8566,37381,33058
11326,12920,13359,33594,17785,35519,27,1953,41141,431,2269
11327,29936,14909,14266,6256,39987,22387,49688,35619,10643,49779
11328,14007,40744,46590,29538,21299,41081,18153,24050,31980,32179
11329,5669,13923,42152,32692,5239,32306,43663,4659,2139,47697
11330,45647,45372,11219,7535,35362,39553,49936,20354,29609,13685
11331,17299,20731,36970,6046,23122,18201,1057,21279,30251,24751
11332,46223,8015,27538,34826,23988,28019,46483,23138,39330,45209
11333,3492,22205,35502,25624,26795,5516,14310,14506,33656,31098
11334,25786,41649,13210,3741,21171,14287,1770,16779,48738,35228
11335,29647,32994,28684,22408,19204,29691,20330,30022,27251,8307
11336,46106,31372,1408,33027,26753,48267,41421,4152,42550,20435
11337,10485,30484,3518,10173,7437,927,49725,7096,16385,45944
11338,16400,1296,34091,42432,40049,27662,15010,41293,7222,22258
11339,28343,1535,45447,17693,17910,39152,45114,32732,8601,36219
11340,38203,42452,35507,33590,40229,2500,26744,49012,20135,24084
11341,42698,25170,41540,41048,693,37461,43576,37231,49852,17576
11342,7665,13048,40486,44508,8046,11707,36942,35866,45900,16758
11343,1859,20337,25666,22889,30521,39089,14700,9952,3086,6640
11344,24871,7006,34543,40904,20615,2859,242,22188,25780,15767
11345,45906,5606,25566,33820,14082,211,29487,20019,16955,2974
11346,47778,30082,1680,7781,46482,41521,13060,9290,30,46323
11347,17249,4597,8620,11393,39035,11763,2448,6839,41016,49399
11348,16374,34110,2363,40716,47760,12613,452,28643,44300,14191
11349,24638,45797,36239,28538,6298,16663,26253,12121,36085,7520
11350,26306,2374,39717,11117,12906,43757,44284,433,43517,11464
11351,42237,5969,18838,23670,45278,23237,22959,47749,20788,42739
11352,47962,25881,46955,17526,47799,25188,24617,39540,35134,10711
11353,45520,17725,11777,4714,7669,46669,32908,12124,29718,30314
11354,23135,19667,34564,43666,18199,38922,23325,2997,31908,30580
11355,22826,19767,27400,9808,12629,45465,26135,31712,21160,36812
11356,19992,47326,11611,22827,42802,42783,9986,13176,36835,2189
11357,18243,28186,9328,3488,20768,34876,2005,25231,4500,23149
11358,46190,46062,12322,13474,5438,2400,14889,40538,12919,5487
11359,39160,5201,46089,4645,7543,20235,29689,39124,18055,1126
11360,2648,26427,48265,17090,38615,4748,21572,1664,20421,35719
11361,29707,2353,38796,6012,43971,30854,48849,24258,8011,1753
11362,42873,45492,14151,26740,1879,45319,18546,2127,20671,29489
11363,17393,11235,23784,19254,32187,29686,38525,33229,4773,41148
11364,46989,19343,39617,6871,30755,37823,8693,463,7854,26164
11365,40092,3601,46005,46261,16921,33108,24072,46459,1946,24695
