idx,random_idx0,random_idx1,random_idx2,random_idx3,random_idx4,random_idx5,random_idx6,random_idx7,random_idx8,random_idx9
616,358,770,832,545,661,558,1017,952,516,609
617,499,1041,276,217,151,815,566,1012,1014,491
618,846,918,106,259,236,211,534,623,373,404
619,263,254,52,174,481,133,404,992,461,525
620,908,271,609,657,1052,765,1027,603,237,354
621,439,712,464,495,829,12,1011,228,479,255
622,812,721,311,167,414,865,263,888,134,1027
623,403,841,91,959,989,162,728,116,767,914
624,958,385,763,482,422,1012,643,190,290,282
625,452,539,767,708,955,638,945,732,925,536
626,69,629,394,205,672,787,22,469,772,685
627,869,603,905,1009,781,757,492,389,100,825
628,945,985,992,662,748,1048,765,306,922,652
629,634,710,483,806,553,509,1029,592,406,916
630,640,363,717,3,126,531,793,577,78,1005
631,614,943,1015,20,908,422,848,414,663,471
632,822,7,88,874,1006,160,908,762,124,128
633,482,700,808,176,207,811,368,197,59,492
634,843,1029,468,765,132,388,226,884,355,1038
635,84,265,115,498,127,506,40,466,1029,48
636,231,774,19,88,482,340,48,547,756,236
637,742,503,41,570,383,400,116,252,1039,760
638,985,786,1038,8,451,229,1003,865,567,745
639,119,421,396,366,331,275,645,319,120,578
640,175,966,178,819,529,357,634,922,284,370
641,56,1032,333,884,216,591,968,731,468,113
642,345,509,108,814,964,596,114,997,442,921
643,763,190,573,775,1000,110,464,610,224,87
644,858,149,539,1008,125,299,7,275,80,446
645,735,140,906,483,1014,125,39,247,217,356
646,944,881,246,523,278,87,870,950,400,120
647,909,891,103,143,987,738,340,644,433,960
648,733,64,736,266,768,15,903,255,630,149
649,348,1037,824,945,243,982,538,136,458,990
650,209,1053,765,696,682,673,298,284,832,859
651,752,448,71,816,337,27,673,743,860,346
652,623,978,594,154,26,386,314,442,946,555
653,556,681,379,307,707,824,55,805,238,698
654,572,382,277,375,123,21,946,522,738,782
655,417,158,163,228,916,974,909,89,65,322
656,165,216,899,419,441,941,696,333,587,43
657,398,559,960,410,251,378,537,69,603,763
658,900,399,857,1037,739,387,607,693,754,303
659,367,11,3,1035,252,6,502,777,1012,562
660,732,12,312,868,345,789,260,890,749,1026
661,374,45,925,282,618,368,967,878,298,883
662,883,937,804,1011,391,254,1031,944,29,448
663,781,666,1027,838,161,365,37,951,617,1029
664,553,760,843,974,107,421,1035,259,720,804
665,95,750,1018,911,830,101,211,907,36,63
666,680,355,768,23,813,758,362,17,770,14
667,421,40,214,904,777,1028,221,823,701,613
668,490,886,882,322,465,39,581,543,381,434
669,496,964,742,0,261,143,356,156,435,553
670,334,524,983,297,662,88,718,872,244,166
671,251,639,1,72,42,769,497,486,160,837
672,654,344,261,378,486,490,103,48,639,193
673,497,972,880,559,499,524,269,249,741,122
674,1051,287,1009,1027,957,592,694,559,345,699
675,16,460,636,527,448,607,1,652,990,306
676,934,234,499,441,977,5,880,548,371,705
677,308,106,142,1017,999,620,17,303,724,493
678,431,351,835,795,754,129,115,384,541,355
679,347,953,622,935,234,480,225,867,715,604
680,726,746,735,62,112,936,421,925,483,10
681,538,741,500,944,725,966,407,191,86,688
682,912,767,381,914,141,182,476,1038,357,411
683,745,343,158,1026,455,671,424,745,338,442
684,559,35,259,941,366,847,593,858,991,153
685,177,804,523,508,684,59,68,264,443,744
686,106,762,867,984,588,250,188,924,314,474
687,24,1052,825,719,1030,821,220,360,746,29
688,248,383,466,408,814,186,130,676,557,758
689,382,156,196,323,944,64,1009,651,76,501
690,1048,150,711,320,823,962,323,936,260,461
691,140,131,533,580,1022,951,833,492,485,897
692,67,703,313,1029,1021,731,168,258,1004,54
693,384,599,447,272,163,36,684,251,725,263
694,570,648,1035,982,969,540,872,594,564,880
695,866,919,278,803,710,653,587,465,784,533
696,168,1003,493,289,918,44,552,634,963,239
697,557,320,263,480,644,284,816,607,453,863
698,619,213,944,423,429,994,169,596,274,377
699,123,10,169,942,572,478,517,47,684,675
700,949,276,522,10,674,432,428,437,795,324
701,265,1014,363,780,325,240,893,146,133,266
702,549,948,901,426,673,263,1050,801,153,235
703,628,684,305,936,886,926,807,371,510,260
704,809,1044,913,342,474,736,569,280,757,554
705,589,887,233,685,660,897,858,340,713,838
706,687,107,731,712,213,333,444,1028,438,41
707,986,718,911,763,69,891,458,978,386,35
708,994,314,400,709,143,175,920,176,914,956
709,905,1027,87,438,819,520,44,451,395,388
710,541,711,957,525,874,885,957,25,462,1018
711,47,968,424,919,104,586,129,174,668,212
712,327,751,170,277,689,457,692,117,370,584
713,148,345,638,637,1044,668,1053,496,177,34
714,997,346,706,236,137,150,573,32,974,1049
715,456,453,541,601,772,873,386,1016,261,1045
716,60,94,715,319,18,857,490,80,43,690
717,504,785,144,747,657,854,889,1022,240,788
718,279,640,605,788,1039,452,804,942,937,856
719,1054,890,428,833,259,411,341,1009,786,95
720,930,475,8,878,466,893,326,575,57,1041
721,194,900,896,436,923,2,413,513,304,806
722,702,747,525,511,415,672,864,617,637,295
723,385,882,66,728,108,297,790,965,393,390
724,954,955,201,585,380,706,363,778,155,207
725,474,536,434,326,146,148,209,756,732,328
726,1041,729,672,1,811,1,704,747,363,829
727,275,634,924,433,286,79,798,223,501,380
728,956,406,623,993,803,119,911,250,677,4
729,720,705,587,453,266,688,596,434,821,443
730,41,618,462,633,22,197,295,356,610,417
731,1000,912,844,939,13,896,145,994,243,150
732,561,602,852,902,982,907,1047,709,662,965
733,1023,664,536,757,356,285,543,339,83,654
734,201,403,919,451,384,565,978,780,904,625
735,941,872,450,350,238,123,937,968,605,472
736,719,63,484,625,210,283,79,746,221,1022
737,432,81,630,386,958,54,333,344,563,1046
738,718,318,285,460,297,759,23,808,616,693
739,158,927,1042,538,938,864,451,363,336,547
740,246,572,920,1003,855,823,372,806,63,331
741,684,617,582,777,1008,808,688,696,550,600
742,868,170,459,949,782,630,827,678,839,521
743,467,277,96,336,551,816,432,881,81,724
744,198,576,100,466,985,598,469,1,517,391
745,601,550,177,102,276,580,726,1047,26,770
746,480,373,184,782,504,46,355,237,459,841
747,486,813,718,47,55,118,96,845,844,256
748,691,993,415,101,525,568,385,850,72,736
749,418,586,423,421,743,879,134,582,924,375
750,422,637,257,313,585,944,34,821,723,473
751,459,248,943,886,180,494,258,824,957,674
752,940,299,819,354,695,111,121,572,913,774
753,807,851,794,446,154,34,369,75,744,78
754,26,302,212,294,555,900,94,660,542,535
755,879,1017,793,332,702,146,313,905,806,99
756,996,558,935,870,72,266,653,962,434,928
757,891,493,928,822,488,563,1030,41,829,913
758,124,4,845,1023,419,217,42,752,219,93
759,532,674,56,975,83,257,876,350,205,436
760,295,600,162,750,93,306,617,744,854,548
761,650,564,597,1043,552,220,223,975,32,591
762,688,488,260,55,338,600,472,961,800,530
763,42,511,839,414,587,515,595,781,538,518
764,268,806,404,207,464,417,325,46,1025,494
765,856,544,94,1021,785,353,652,147,1028,309
766,138,622,598,91,400,339,971,349,419,469
767,818,796,650,842,188,996,512,913,425,242
768,478,219,1034,561,732,4,301,14,932,855
769,827,764,375,930,965,117,335,958,271,638
770,644,137,841,485,501,310,202,511,266,158
771,959,980,1029,305,903,181,821,528,973,476
772,359,1001,626,418,1047,1024,316,757,747,644
773,227,46,440,439,534,43,328,636,256,45
774,1049,840,5,1036,800,935,756,157,398,820
775,449,497,435,992,601,30,561,931,272,278
776,874,350,904,809,841,496,268,980,135,0
777,287,555,145,7,328,534,943,790,780,285
778,803,394,1048,542,47,1019,249,527,669,771
779,70,436,625,379,520,536,261,238,1002,397
780,470,565,712,672,428,564,1041,536,601,319
781,242,464,437,764,241,1039,205,851,35,823
782,580,455,249,901,301,919,594,995,186,74
783,224,652,963,1006,590,504,58,439,931,678
784,333,341,578,656,846,806,628,268,17,955
785,738,180,528,61,227,313,231,55,151,272
786,173,516,531,694,549,193,182,230,556,769
787,133,1034,460,114,745,233,915,431,870,59
788,817,906,488,783,500,280,250,161,1036,929
789,805,326,613,172,82,918,789,766,5,852
790,902,65,50,532,591,272,501,690,1052,406
791,276,884,165,660,642,246,35,999,647,76
792,171,169,982,989,208,345,294,782,472,512
793,243,821,748,726,505,247,1048,972,585,942
794,1021,735,967,95,1045,70,618,710,179,68
795,951,790,228,889,837,819,0,844,572,1003
796,301,370,399,568,420,969,246,917,592,450
797,36,9,792,1042,675,80,792,240,58,237
798,250,838,812,569,304,295,378,674,950,1030
799,617,538,772,1016,247,964,245,413,377,1006
800,259,178,740,257,1020,764,193,565,534,814
801,637,992,268,302,64,477,766,730,156,488
802,178,1020,854,234,92,1042,616,737,731,816
803,915,163,571,1031,296,542,886,411,577,227
804,1036,589,631,636,73,699,742,769,292,683
805,1014,1028,652,793,1004,362,894,834,512,975
806,297,531,782,469,653,557,308,53,889,425
807,522,217,836,195,424,252,824,901,915,626
808,44,839,1051,983,1033,66,452,323,137,131
809,771,591,526,117,68,590,1020,750,89,597
810,320,1006,632,253,115,623,344,42,417,114
811,844,894,508,654,138,277,214,235,289,563
812,186,661,831,267,514,867,867,328,987,138
813,1033,93,801,165,593,827,30,873,113,703
814,756,308,773,156,96,7,723,415,898,208
815,176,25,467,128,711,588,708,98,945,233
816,840,546,1024,529,385,559,554,632,956,650
817,814,859,338,533,128,711,247,654,908,238
818,199,110,198,123,176,367,803,12,705,668
819,260,467,282,980,170,528,693,133,104,245
820,626,739,580,778,576,549,840,218,495,526
821,928,860,538,503,750,652,361,287,655,700
822,592,961,990,417,131,785,486,921,84,817
823,167,120,937,452,171,593,681,67,559,570
824,446,782,743,120,34,444,346,68,4,627
825,317,662,51,772,873,128,124,169,216,164
826,758,142,821,999,849,293,661,779,706,143
827,394,395,40,355,892,648,499,28,152,833
828,90,295,358,352,277,667,843,816,103,915
829,1022,376,289,461,744,650,564,889,310,81
830,888,783,131,285,478,1032,1039,733,774,19
831,750,875,302,560,896,3,817,298,62,995
832,737,512,519,310,494,1040,853,795,47,401
833,188,335,544,66,568,113,199,480,423,857
834,223,1039,445,628,412,346,496,897,994,496
835,842,815,419,59,870,730,651,288,782,898
836,321,456,532,893,973,631,749,837,553,251
837,845,686,520,977,852,235,539,655,259,794
838,425,988,189,837,1026,876,409,118,975,2
839,936,176,482,177,607,892,513,724,691,671
840,12,231,989,4,856,173,437,896,781,722
841,815,301,334,442,12,911,29,683,415,673
842,174,734,136,454,721,394,18,631,432,72
843,427,752,689,847,941,403,461,4,561,144
844,62,945,721,383,752,483,648,993,930,612
845,1031,667,245,590,1034,967,178,182,796,53
846,266,888,356,1033,508,446,713,625,666,594
847,161,450,542,392,270,614,104,183,6,139
848,698,799,465,899,480,973,574,974,651,64
849,411,981,866,349,547,259,485,341,340,579
850,99,185,840,486,603,995,972,233,696,52
851,216,749,683,146,350,48,463,40,312,608
852,281,658,476,659,924,155,588,90,943,572
853,78,459,361,674,790,898,678,290,596,680
854,368,471,1028,478,280,626,725,939,40,196
855,354,340,535,367,230,576,270,149,682,985
856,508,68,325,543,417,215,730,666,73,33
857,898,342,550,28,233,190,787,478,602,835
858,674,889,359,615,566,545,365,1036,102,574
859,616,104,690,646,895,1005,381,370,129,708
860,136,521,958,301,1010,337,852,641,622,751
861,762,946,805,450,836,377,128,941,234,831
862,861,942,1023,843,962,826,1049,315,2,27
863,212,166,747,21,321,475,754,898,678,653
864,111,659,643,965,130,281,586,305,250,277
865,675,1012,30,377,535,108,1016,325,958,1044
866,315,13,803,6,577,243,963,1045,473,959
867,249,870,393,812,868,416,881,665,633,320
868,896,632,931,510,569,744,625,803,1030,432
869,405,897,779,634,532,120,960,464,413,267
870,1017,223,451,1012,910,703,31,427,437,247
871,1050,798,478,717,439,51,828,123,278,148
872,797,238,119,279,700,395,303,13,548,88
873,633,755,1026,879,394,981,397,611,699,12
874,77,548,337,380,282,212,170,369,514,585
875,180,228,47,394,818,968,556,1046,350,490
876,424,580,410,990,600,192,1005,167,584,940
877,472,744,668,57,949,700,627,394,834,781
878,521,267,515,689,728,820,584,534,359,152
879,682,352,109,33,658,32,656,65,688,659
880,695,845,391,1018,816,529,890,1031,79,1017
881,183,444,161,751,634,836,676,531,805,894
882,926,793,264,623,538,1036,61,5,964,273
883,235,630,114,517,215,1041,167,649,416,905
884,484,129,720,179,6,798,296,59,96,845
885,233,825,89,110,290,366,251,385,632,927
886,1038,594,922,490,1018,412,519,694,609,246
887,678,691,868,1020,831,9,691,276,440,923
888,620,1000,700,84,666,654,423,727,174,953
889,901,397,494,952,10,196,3,501,353,934
890,892,67,620,594,678,566,1046,908,758,337
891,564,116,298,557,167,752,613,1010,776,667
892,445,462,167,250,36,208,257,217,583,567
893,656,557,137,140,599,507,414,475,228,742
894,707,930,430,787,968,735,19,682,77,250
895,588,297,4,688,914,949,373,687,643,935
896,922,407,521,1007,122,384,51,1001,787,719
897,310,241,941,1002,240,163,846,827,456,117
898,238,47,600,109,336,539,1025,593,667,17
899,967,704,551,800,342,838,649,91,344,340
900,653,736,1004,943,778,698,282,221,168,211
901,708,476,704,922,120,57,351,590,108,201
902,662,665,575,407,780,604,370,285,813,903
903,409,958,1014,369,191,658,448,406,382,588
904,130,874,940,908,332,646,290,828,451,1019
905,980,699,433,621,945,704,965,573,30,11
906,463,454,846,286,183,690,24,976,361,42
907,584,434,755,396,145,84,779,199,783,631
908,1043,605,179,606,605,33,996,85,742,983
909,839,880,589,1005,647,749,697,912,10,672
910,664,635,310,618,59,318,321,396,999,637
911,293,837,702,447,629,26,420,412,849,870
912,551,679,497,699,370,191,15,971,597,559
913,774,571,745,17,889,289,511,128,532,414
914,612,48,669,813,193,459,185,397,448,704
915,971,904,239,653,253,144,526,883,681,969
916,253,743,751,836,461,25,163,614,531,79
917,525,416,64,896,937,553,334,647,568,316
918,353,393,454,472,845,484,108,681,334,576
919,918,202,796,1053,625,1030,855,460,853,342
920,755,731,206,895,638,13,813,814,131,778
921,362,563,900,82,444,1001,918,307,248,86
922,635,117,76,376,111,428,882,817,280,32
923,507,446,141,830,559,472,530,436,466,697
924,502,316,480,871,526,112,737,383,1001,738
925,714,70,829,579,85,501,107,526,737,478
926,685,319,1053,265,797,986,679,669,1046,596
927,245,378,945,731,1015,544,110,859,911,311
928,792,20,254,840,1042,942,271,66,891,210
929,998,469,146,325,374,721,105,15,51,141
930,648,209,555,507,804,17,305,71,270,412
931,710,266,284,686,640,294,590,293,660,321
932,100,575,774,591,262,322,589,206,1055,289
933,1027,836,72,506,645,784,27,775,636,851
934,179,97,511,243,665,809,638,202,1015,531
935,401,89,61,89,225,107,152,60,664,725
936,681,171,43,425,256,632,16,244,710,140
937,747,470,503,343,626,603,962,697,676,176
938,29,473,729,586,359,714,274,193,236,810
939,71,272,62,587,1050,612,73,144,71,943
940,466,328,513,957,196,385,62,365,480,180
941,717,895,1001,551,565,40,823,3,27,1007
942,284,620,314,758,850,675,609,330,608,676
943,651,32,640,229,184,270,905,818,558,727
944,939,636,889,797,302,336,72,433,611,261
945,329,502,823,178,1016,479,1010,955,578,135
946,587,182,786,262,820,723,604,583,615,202
947,40,768,705,851,833,894,1037,269,700,543
948,933,98,70,582,164,381,879,815,463,485
949,520,508,67,762,556,11,806,76,785,634
950,142,22,352,683,25,889,799,1051,569,922
951,591,604,842,401,558,685,863,219,580,109
952,352,38,152,131,567,219,343,990,351,633
953,779,644,218,849,351,241,1015,302,743,765
954,693,95,628,317,260,853,791,988,283,171
955,638,995,481,90,271,1043,213,716,470,853
956,518,353,390,149,920,886,63,764,74,651
957,920,547,180,225,60,990,262,132,811,219
958,647,264,176,94,200,73,297,348,997,787
959,600,339,475,9,156,329,764,44,545,926
960,13,419,595,536,129,695,639,533,544,97
961,894,85,789,666,624,602,1021,702,140,979
962,131,369,155,212,139,419,591,729,162,197
963,35,726,490,745,5,924,829,473,809,484
964,993,269,902,531,506,618,399,953,426,925
965,331,418,449,526,244,166,371,600,876,378
966,917,401,90,74,747,132,658,689,321,711
967,355,733,86,746,619,597,948,915,760,268
968,700,229,32,306,799,844,306,457,822,1039
969,796,33,200,588,827,170,1028,231,865,465
970,202,789,771,76,735,858,460,868,203,44
971,423,707,138,127,71,135,838,404,1047,783
972,524,432,340,98,718,50,467,265,968,1053
973,126,215,1036,678,597,917,748,787,225,55
974,729,249,873,160,834,29,1019,160,252,872
975,39,364,881,597,516,179,439,826,962,661
976,703,359,1000,186,822,69,191,853,249,994
977,55,270,287,133,33,491,662,667,983,735
978,705,933,624,13,530,732,92,946,8,607
979,461,311,205,900,179,327,944,811,450,371
980,960,69,1052,603,954,570,400,703,210,359
981,704,601,335,706,939,866,47,852,840,487
982,498,514,495,713,390,643,784,1014,294,684
983,873,19,253,576,793,958,887,938,523,50
984,85,579,31,722,89,1017,13,266,399,737
985,396,500,728,695,722,901,238,215,547,1052
986,377,188,112,389,81,855,243,1023,573,519
987,676,112,123,198,934,510,755,1024,792,786
988,444,307,55,373,897,260,733,422,540,159
989,64,928,534,663,812,251,707,615,326,22
990,110,478,607,224,953,442,89,343,158,789
991,987,252,58,185,172,256,443,919,1027,480
992,196,334,182,489,349,466,315,552,424,920
993,350,1038,353,931,1049,451,498,679,980,430
994,59,43,255,138,988,846,786,119,239,458
995,451,910,741,988,320,334,719,622,687,335
996,203,832,81,876,408,370,441,347,801,507
997,806,1033,9,887,573,786,229,20,623,374
998,371,66,981,387,409,712,495,318,362,132
999,599,161,16,804,502,453,686,407,119,312
1000,28,724,816,247,106,136,127,498,229,540
1001,860,1021,927,651,267,347,412,379,847,426
1002,964,676,24,300,966,794,752,989,695,179
1003,790,829,761,112,528,382,440,100,429,313
1004,342,788,744,53,459,171,716,671,1017,382
1005,15,706,827,251,976,19,45,0,823,65
1006,241,903,326,388,24,201,232,640,471,419
1007,784,800,386,923,670,805,430,869,894,403
1008,610,391,1044,720,616,880,8,719,455,577
1009,955,526,258,1024,1029,669,619,112,693,274
1010,992,763,727,459,124,374,289,810,130,366
1011,548,908,17,80,610,154,774,1018,253,31
1012,573,925,988,912,149,1021,640,588,582,569
1013,226,139,1032,144,1051,1015,489,99,626,185
1014,416,75,997,619,779,710,234,101,657,1023
1015,649,79,775,184,35,23,721,749,798,890
1016,18,984,343,670,1024,141,396,521,226,1020
1017,189,534,303,817,287,276,284,471,1003,734
1018,21,58,42,263,157,153,536,923,275,102
1019,103,613,895,226,150,189,350,257,926,616
1020,537,365,365,412,361,801,388,563,309,264
1021,271,288,104,655,866,1026,227,630,263,964
1022,886,294,211,528,791,97,551,494,61,254
1023,328,73,147,938,859,1052,402,1006,147,308
1024,306,259,354,682,975,344,892,166,251,142
1025,79,291,432,910,901,783,830,195,128,332
1026,296,226,752,927,974,209,935,143,489,410
1027,230,481,708,882,872,354,767,124,948,62
1028,1055,292,707,182,715,872,925,512,959,61
1029,604,975,509,136,446,902,562,969,482,1001
1030,52,296,864,1051,237,102,580,485,498,868
1031,863,361,44,825,86,236,1014,863,714,610
1032,415,660,964,834,114,278,1007,21,254,386
1033,437,463,637,556,947,127,183,503,41,205
1034,127,201,568,276,217,65,987,507,653,761
1035,847,17,126,1001,959,916,917,755,171,302
1036,746,1011,798,960,580,427,785,152,970,503
1037,298,816,790,544,1031,533,986,81,644,582
1038,420,417,679,404,434,978,702,605,387,1014
1039,380,916,926,37,16,225,916,879,841,561
1040,269,623,569,399,76,95,727,170,882,439
1041,27,608,301,1010,365,124,204,229,995,973
1042,801,775,370,150,308,300,777,86,227,508
1043,476,761,322,925,272,185,255,822,170,347
1044,429,480,977,767,485,514,682,175,66,387
1045,464,717,939,759,887,265,939,105,295,333
1046,657,438,929,679,762,93,137,272,410,546
1047,921,642,883,492,531,616,844,619,169,101
1048,228,28,224,443,239,933,320,767,45,199
1049,832,1023,293,371,242,408,1008,278,409,339
1050,407,628,563,824,133,930,426,648,886,740
1051,1034,333,856,963,835,253,528,956,223,648
1052,160,77,59,835,0,796,626,417,111,900
1053,323,952,984,635,848,943,902,355,322,293
1054,862,794,861,622,498,972,364,214,436,759
1055,574,257,777,75,246,517,654,270,717,821
